0	0	34.49781182	2.158728909
100	0.001389	84.74960685	5.303276257
200	0.002778	112.2885646	7.026549157
300	0.004167	109.73495	6.866754626
400	0.005556	77.77338715	4.86673358
500	0.006945	24.96868206	1.562435788
600	0.008334	-34.5273322	-2.160576171
700	0.009723	-84.770544	-5.304586417
800	0.011112	-112.296278	-7.02703183
900	0.012501	-109.727498	-6.866288311
1000	0.01389	-77.7528857	-4.865450685
1100	0.015279	-24.9415387	-1.56073727
1200	0.016668	34.55400509	2.162245249
1300	0.018057	84.78937697	5.305764905
1400	0.019446	112.3016342	7.027366998
1500	0.020835	109.7182702	6.865710874
1600	0.022224	77.73116508	4.864091499
1700	0.023613	24.91274047	1.558935197
1800	0.025002	-34.5820181	-2.163998186
1900	0.026391	-84.8092587	-5.307009021
2000	0.02778	-112.308365	-7.027788184
2100	0.029169	-109.709837	-6.86518316
2200	0.030558	-77.7101243	-4.862774855
2300	0.031947	-24.8847772	-1.557185372
2400	0.033336	34.60944335	2.165714344
2500	0.034725	84.82855919	5.308216765
2600	0.036114	112.3144057	7.028166185
2700	0.037503	109.7009958	6.864629914
2800	0.038892	77.6886114	4.861428667
2900	0.040281	24.85643584	1.555411888
3000	0.04167	-34.6370335	-2.16744082
3100	0.043059	-84.8481972	-5.309445629
3200	0.044448	-112.320718	-7.028561183
3300	0.045837	-109.692377	-6.864090586
3400	0.047226	-77.667395	-4.860101034
3500	0.048615	-24.8282526	-1.553648299
3600	0.050004	34.66459938	2.169165778
3700	0.051393	84.8676909	5.310665464
3800	0.052782	112.3269505	7.028951187
3900	0.054171	109.6836016	6.863541458
4000	0.05556	77.64600852	4.858762757
4100	0.056949	24.80000842	1.551880896
4200	0.058338	-34.6921868	-2.170892083
4300	0.059727	-84.887174	-5.311884635
4400	0.061116	-112.333175	-7.02934069
4500	0.062505	-109.674909	-6.862997511
4600	0.063894	-77.6247085	-4.857429891
4700	0.065283	-24.771792	-1.550115231
4800	0.066672	34.71974572	2.172616605
4900	0.068061	234.4098006	14.6683858
5000	0.06945	378.4591059	23.6823894
5100	0.070839	414.4854894	25.93676993
5200	0.072228	333.4105784	20.86344079
5300	0.073617	165.0057493	10.32537029
5400	0.075006	-9.06071601	-0.566981746
5500	0.076395	-195.940449	-12.26113453
5600	0.077784	-309.803862	-19.38623112
5700	0.079173	-343.192201	-21.47553386
5800	0.080562	-266.384084	-16.66920285
5900	0.081951	-142.309493	-8.90513341
6000	0.08334	31.6220135	1.978773467
6100	0.084729	196.4058319	12.29025625
